"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Cfap54",41.8907833370926,-8.84104086699633,1.22123831581147,-7.23940671737093,4.50651710420049e-13,2.16958524411381e-09
"Dnah8",42.0165937175326,-8.84536725048944,1.21932893737879,-7.25429125753748,4.0377043952229e-13,2.16958524411381e-09
"Dync1i1",41.262010125344,-8.81922193034737,1.22151059242574,-7.21993078490927,5.20140416486003e-13,2.16958524411381e-09
"Kcnab1",42.7713255268926,-8.87105200188025,1.21821619405637,-7.28200137640737,3.28903719692029e-13,2.16958524411381e-09
"Tmem132c",41.7649421000383,-8.83670042176851,1.22353979861183,-7.22224191791246,5.11373939793224e-13,2.16958524411381e-09
"Wdfy4",41.0104448483054,-8.81039914961075,1.22328956774721,-7.20221882202089,5.92405181791339e-13,2.16958524411381e-09
"Tmem200a",40.2556380495068,-8.78359865367913,1.22384381982391,-7.17705847053504,7.12272313905222e-13,2.23592454653619e-09
"4933406I18Rik",38.997342222085,-8.73778383646346,1.22943797247334,-7.1071367829034,1.18475006179851e-12,2.36669980526913e-09
"Dpp6",39.5004353631864,-8.75627662482388,1.23032284564422,-7.11705602787448,1.1025667559983e-12,2.36669980526913e-09
"Fgf12",38.8717468936751,-8.73312981628636,1.22796489482808,-7.11187254054934,1.14478963967373e-12,2.36669980526913e-09
"Nell1",39.3750421375709,-8.75168922141061,1.22735168005518,-7.13054731062668,9.99706054002775e-13,2.36669980526913e-09
"Cacna2d3",37.8652608172049,-8.69528274527582,1.23361755121894,-7.04860492353078,1.80720454598258e-12,2.88895097153628e-09
"Cnr2",36.6073559191619,-8.64654139208801,1.23572132497569,-6.99716126713124,2.61200578818392e-12,2.88895097153628e-09
"Fstl4",36.984920566712,-8.6613447987191,1.23503736392962,-7.01302248149043,2.33223957351494e-12,2.88895097153628e-09
"Gab3",36.4815781570419,-8.64157595906123,1.23517616647651,-6.99622952061355,2.62942656916017e-12,2.88895097153628e-09
"Galnt14",37.2362480896863,-8.6711155841063,1.23624540121066,-7.01407307611794,2.31478394631131e-12,2.88895097153628e-09
"Gm29394",37.1106804214535,-8.66624214431707,1.23383482960647,-7.02382680109713,2.15872384166173e-12,2.88895097153628e-09
"Itgbl1",37.2365689877692,-8.6711276475624,1.23681399132832,-7.01085830881465,2.36860517316171e-12,2.88895097153628e-09
"Naaladl2",37.2365250184321,-8.67112608180316,1.23364544549703,-7.02886401717278,2.08221781177614e-12,2.88895097153628e-09
"Pla2g4e",37.2363897504963,-8.67112098078187,1.23403051765792,-7.02666656675467,2.1152603175766e-12,2.88895097153628e-09
"Tmem132b",35.9783692536018,-8.62153759513614,1.23769019808146,-6.96582845085173,3.26476777446763e-12,3.41619081315008e-09
"Csmd1",35.7266735032831,-8.61140916072553,1.24995758048925,-6.88936112324299,5.60435059233138e-12,4.87997190505254e-09
"Gm16175",34.5946410258831,-8.56495625104426,1.24289165239639,-6.89115276824842,5.53420662645121e-12,4.87997190505254e-09
"Kcnk2",34.8460711984731,-8.57540386503186,1.24308293652626,-6.89849696513048,5.25556127225892e-12,4.87997190505254e-09
"Pcdh11x",35.0979818373347,-8.58579550446073,1.24436445415479,-6.89974346003998,5.20965331483993e-12,4.87997190505254e-09
"Tnr",34.7201858285944,-8.57018259577754,1.24474055561833,-6.88511558259648,5.77406341728252e-12,4.87997190505254e-09
"Vis1",34.4685960878158,-8.55969046971269,1.24503528728858,-6.87505852814331,6.19644131609988e-12,5.04298523999921e-09
"Sntg2",34.4686221497744,-8.55969148791372,1.24638794557886,-6.86759810079705,6.52918525183008e-12,5.12401131156122e-09
"Cntnap5b",33.8397023190729,-8.53312471661792,1.24580268214438,-6.84949939418175,7.41088631000016e-12,5.61540744054978e-09
"Bmpr1b",34.4687297575331,-8.55969571755784,1.25124395416527,-6.84094871272978,7.86704204244128e-12,5.76234606135349e-09
"Luzp2",33.4623282598129,-8.51694562458228,1.24744449793918,-6.8275146819378,8.63982875635844e-12,6.12424506749098e-09
"Ror2",33.2107027042772,-8.50605602111167,1.25021152412976,-6.80369350061183,1.01970367635025e-11,7.00217768253764e-09
"Nell2",33.336208332307,-8.51149790469546,1.25829927160495,-6.76428739709842,1.33966921293475e-11,8.9205731166752e-09
