"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Gm41077",55.7090033663393,2.351927424963,0.260858545383305,9.01610266018729,1.94899767015666e-19,4.29169286968497e-15
"ENSMUSG00000127022",62.4474386221084,1.9273832124793,0.223130400941932,8.6379229560067,5.72441988400757e-18,6.30258629229233e-14
"Gm30230",49.4715950538543,2.72486567622538,0.32268444771152,8.4443663013515,3.05699216582069e-17,2.24383224971238e-13
"ENSMUSG00000140419",50.4640802588984,2.66455918268104,0.317979863228174,8.37964755261569,5.30864267138823e-17,2.92240779059922e-13
"Ppp1r1b",43.625,-8.89492829200125,1.0705103714822,-8.30905382045531,9.64681641873706e-17,4.2484579508118e-13
"Syn2",41.5,-8.82288459012603,1.07004296748247,-8.24535542800113,1.64670010671547e-16,6.04338939164579e-13
"Gm56807",44.7276000895187,2.76105846320542,0.33842395804818,8.15857860397798,3.3899008056691e-16,1.06636593915476e-12
"F930017D23Rik",59.7044972175948,1.82740743350234,0.224526962698761,8.13892198753029,3.98812831094694e-16,1.09773231758814e-12
"Creg2",37.25,-8.66701352877967,1.08551201194971,-7.98426312502304,1.41364195549887e-15,2.84214505789175e-12
"Kcnt1",36.75,-8.64751742730231,1.08312691752541,-7.98384500226349,1.41844113826954e-15,2.84214505789175e-12
"Ncmap",36.5,-8.63766967895644,1.08190925294559,-7.98372844620712,1.41978181820206e-15,2.84214505789175e-12
"Aloxe3",34.125,-8.54060214860236,1.092582353819,-7.81689555826123,5.41419890337503e-15,8.51576141802273e-12
"Gm17494",33.75,-8.52466070070654,1.08896928022071,-7.82819208543587,4.94935368015668e-15,8.51576141802273e-12
"Mgat5b",34.125,-8.54060215955102,1.09206909664899,-7.820569399645,5.25849317272734e-15,8.51576141802273e-12
"Gm10642",33.625,-8.51930742007011,1.09144172255999,-7.80555410699161,5.92406811627606e-15,8.69653199469326e-12
"Atp6v1c2",32.5,-8.47021294969334,1.09048011512175,-7.76741623458919,8.01032778035992e-15,1.10242136077203e-11
"Nyap2",34.125,-8.54060196483541,1.10116754757606,-7.75595138417891,8.76836127620833e-15,1.13576067824769e-11
"Ucp3",32.125,-8.45346968155165,1.0916323353479,-7.74387988320041,9.64281102973902e-15,1.17963721597141e-11
"Cfap157",32.125,-8.4534696532802,1.09296959800751,-7.73440511857873,1.03887724682219e-14,1.20400405131708e-11
"Uty",60.8267975901483,1.87931729292383,0.244246005942779,7.69436243458618,1.42201444761282e-14,1.56563790682172e-11
"ENSMUSG00000143014",42.9762581377555,3.09601762999335,0.405037557208599,7.64377913823648,2.10937110841417e-14,2.21182627653715e-11
"8030453O22Rik",31.5,-8.42512478375458,1.10607097040567,-7.6171647291896,2.59308326212044e-14,2.5145315694269e-11
"ENSMUSG00000134989",63.321763366494,1.88381160517904,0.247428233535251,7.61356769299595,2.66631578598479e-14,2.5145315694269e-11
"Gm2788",48.3450616680707,2.6865667703842,0.353030401298626,7.61001534287595,2.74063386313559e-14,2.5145315694269e-11
"Gm19500",29.875,-8.34871185177018,1.10183132279878,-7.57712335728801,3.53300829410487e-14,3.11187370544757e-11
"Teshl",31.125,-8.40784669836927,1.11148148973882,-7.56454045882936,3.89238177525005e-14,3.29654794965408e-11
"Tmem266",28.75,-8.29333510265828,1.10467528874934,-7.50748675843701,6.02732789164282e-14,4.91562074718425e-11
"Gm30034",57.833188094475,1.71550091102537,0.228910957153385,7.49418434293594,6.67119092633602e-14,5.24641514992568e-11
"ENSMUSG00000135698",27.375,-8.22263221221013,1.10400136077707,-7.4480272437549,9.47462592058434e-14,7.19418147487128e-11
"Gm14319",27.375,-8.22263212022331,1.10840309199475,-7.4184492804196,1.1849953895151e-13,8.69786615904085e-11
"Tbr1",27,-8.20273257206935,1.1091362783868,-7.39560388737794,1.40767053637448e-13,9.99900168095679e-11
"Grm5",25.625,-8.12732533632878,1.10558598405145,-7.3511472228926,1.96512824477674e-13,1.33546880318663e-10
"Mirc35hg",26.375,-8.16894424872806,1.11161704830666,-7.34870363959592,2.00138376499359e-13,1.33546880318663e-10
"Gm10649",26.375,-8.16894414682878,1.11649483699354,-7.31659822881568,2.54335867499952e-13,1.64719876539675e-10
"Ccr4",24.75,-8.07720190718642,1.10614126110253,-7.30214321734602,2.83219559291283e-13,1.69063334652057e-10
"ENSMUSG00000126195",26.5,-8.17576535207796,1.11898329092477,-7.30642308815994,2.74347416387902e-13,1.69063334652057e-10
"ENSMUSG00000130711",56.0996784265054,1.72912231128381,0.236926142505284,7.29814908983818,2.91753256892742e-13,1.69063334652057e-10
"L3mbtl4",24.75,-8.07720189866036,1.10655553383721,-7.29940943013585,2.89033545845713e-13,1.69063334652057e-10
"Gm17122",24.25,-8.04775819904582,1.10450875783059,-7.28627830425965,3.18634430657441e-13,1.79905901617355e-10
"Rfx4",24.75,-8.07720183744488,1.10952546106222,-7.27987064822474,3.34140405325764e-13,1.83944293131833e-10
"ENSMUSG00000140760",24.125,-8.04030238983627,1.10516599116073,-7.27519888789896,3.45910439336075e-13,1.85779216443424e-10
"Stk32a",24.625,-8.06989699244683,1.11211379436775,-7.2563590464541,3.97648693749798e-13,2.08481529437394e-10
"Celf3",23.625,-8.01008772709713,1.10941427391675,-7.22010516307652,5.19473859009947e-13,2.59973053986342e-10
"ENSMUSG00000137543",24.25,-8.04775799638573,1.11436136354023,-7.22185662541159,5.12825268879662e-13,2.59973053986342e-10
"Cntnap5a",24.125,-8.04030217739137,1.11549542296082,-7.20783071978037,5.6850240729267e-13,2.78187177968547e-10
"ENSMUSG00000128835",24,-8.03280764204492,1.1158927630627,-7.19854802176326,6.08571133616241e-13,2.91320355700644e-10
"Gm15347",51.9703376439606,2.1838140420061,0.303559194753298,7.19403029047063,6.29062304086678e-13,2.94597929049103e-10
"Lemd1",23.5,-8.00243409449394,1.11280704673132,-7.19121443200751,6.42175322177881e-13,2.94597929049103e-10
"Gm16278",23.375,-7.99473970242912,1.11328844209114,-7.18119348065112,6.91054721727306e-13,3.105515300497e-10
"Prima1",25.5,-8.12027004409379,1.1318138373361,-7.17456332147885,7.25383428633911e-13,3.19458861970374e-10
"Gm48853",65.4506890844168,1.48246831608053,0.206997850282931,7.16175706199002,7.96494840235395e-13,3.43898360431047e-10
"Mog",27.875,-8.24874398188581,1.15258884694409,-7.15670987425924,8.26363279549206e-13,3.49933065686029e-10
"A230103J11Rik",25,-8.09170087062456,1.13466136203659,-7.1313795828042,9.93678654802411e-13,4.12845358089605e-10
"Kcnh6",22,-7.90727701067069,1.11130696433086,-7.11529511149225,1.11673627563074e-12,4.55380236840534e-10
"Cfap46",23.75,-8.01770053416764,1.12728389226996,-7.11240583596274,1.14037339959809e-12,4.56564041075452e-10
"ENSMUSG00000133899",55.9676901724019,1.7067624057515,0.241213563643708,7.07573148030979,1.48662478494889e-12,5.84562102938833e-10
"5033421B08Rik",20.25,-7.78769572534506,1.10220846254421,-7.06553795401717,1.5999494750178e-12,6.18085744559506e-10
"Adra2b",23.5,-8.00243366696101,1.13369779908245,-7.05870089316371,1.68066391686031e-12,6.3807274912524e-10
"Gm49496",68.076433814874,1.35586639685381,0.192555724694933,7.04142345807642,1.90285737349757e-12,7.10185073973163e-10
"ENSMUSG00000129556",20.375,-7.79657375547717,1.10774295925275,-7.03825169038897,1.94666827348794e-12,7.14427256370073e-10
"Gm44170",23.125,-7.97922629428915,1.13427171845017,-7.03466917538217,1.997343292296e-12,7.21008185186196e-10
"Prrt2",20.375,-7.79657369787429,1.1106216114328,-7.02000899101544,2.21853968788086e-12,7.87939418179623e-10
"Gm12002",32.3721119179551,-6.42073898517097,0.915551277531075,-7.01297583515527,2.33301758830498e-12,8.15445195150407e-10
"A330008L17Rik",20.25,-7.78769553693719,1.11165233039214,-7.0055136161052,2.46081399798577e-12,8.46673816181981e-10
"Gm57413",65.3241501185897,1.47869366060857,0.211494106054333,6.99165422713336,2.71663760959157e-12,9.20313233280097e-10
"Kcnh8",21.875,-7.89905609856052,1.13180971312681,-6.97913793011907,2.96996788966919e-12,9.90889286825993e-10
